question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts,control_output,persona_output,language_output
New-ch-38,¿Qué ciudades o regiones son conocidas por sus actividades de importación y exportación en España?,Which cities or regions are known for their import and export activities in Spain?,"['Barcelona', 'Valencia', 'Bilbao', 'Andalucía', 'Canarias', 'Islas Canarias, archipiélago canario']","['barcelona', 'valencia', 'bilbao', 'andalusia', 'canary islands']",Spain,Which cities or regions are known for their import and export activities in Spain? Provide a single answer without any explanations.,"As a person from Spain, which cities or regions are known for their import and export activities in Spain? Provide a single answer without any explanations.",¿Qué ciudades o regiones son conocidas por sus actividades de importación y exportación en España? Provide a single answer without any explanations.,"Barcelona, Valencia, Madrid, Seville, and the Canary Islands.","Valencia, Barcelona, and the Canary Islands.","Barcelona, Valencia, Madrid, Sevilla, Bilbao, Málaga, A Coruña, San Sebastián, Almería, Murcia."
New-ch-39,¿Qué plataforma se utiliza comúnmente en la industria del comercio electrónico en España?,What platform is commonly used in the e-commerce industry in Spain?,['Amazon'],['amazon'],Spain,What platform is commonly used in the e-commerce industry in Spain? Provide a single answer without any explanations.,"As a person from Spain, what platform is commonly used in the e-commerce industry in Spain? Provide a single answer without any explanations.",¿Qué plataforma se utiliza comúnmente en la industria del comercio electrónico en España? Provide a single answer without any explanations.,Shopify,Shopify,Shopify.
New-ch-44,"¿Cuál es el período de prueba típico para los nuevos empleados antes de firmar un contrato formal en España? (por ejemplo, 1 mes).","How long is the typical probation period for new employees before signing a formal contract in Spain? (e.g., 1 month).","['6 meses', '2 meses', '3 meses', '1-6 meses']","['6 months', '2 months', '3 months', '1-6 months']",Spain,"How long is the typical probation period for new employees before signing a formal contract in Spain? (e.g., 1 month). Provide a single answer without any explanations.","As a person from Spain, how long is the typical probation period for new employees before signing a formal contract in Spain? (e.g., 1 month). Provide a single answer without any explanations.","¿Cuál es el período de prueba típico para los nuevos empleados antes de firmar un contrato formal en España? (por ejemplo, 1 mes). Provide a single answer without any explanations.",Two weeks.,Two weeks.,Un período de prueba típico en España suele ser de **1 a 3 meses**.
New-ch-45,¿En qué industrias suelen elegir los jóvenes empezar negocios en España?,Which industries do young people typically choose to start businesses in Spain?,"['turismo', 'textil', 'audiovisual', 'retail', 'venta al por menor']","['tourism', 'textile', 'audiovisual', 'retail']",Spain,Which industries do young people typically choose to start businesses in Spain? Provide a single answer without any explanations.,"As a person from Spain, which industries do young people typically choose to start businesses in Spain? Provide a single answer without any explanations.",¿En qué industrias suelen elegir los jóvenes empezar negocios en España? Provide a single answer without any explanations.,"Technology, e-commerce, and sustainable energy.","Technology, tourism, and renewable energy.","Tecnología, comercio electrónico, turismo, gastronomía, y servicios digitales."
New-ch-49,¿Cuál es la forma más común en que los miembros de una familia se comunican a distancia en España?,What is the most common way for family members to communicate remotely in Spain?,"['Whatsapp', 'móvil', 'teléfono']","['whatsapp', 'mobile', 'phone']",Spain,What is the most common way for family members to communicate remotely in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most common way for family members to communicate remotely in Spain? Provide a single answer without any explanations.",¿Cuál es la forma más común en que los miembros de una familia se comunican a distancia en España? Provide a single answer without any explanations.,Video calls.,Video calls.,Llamadas telefónicas y videollamadas.
New-ch-51,¿Qué tipo de alojamiento se reserva habitualmente para viajes familiares en España?,What form of accommodation is typically booked for family trips in Spain?,"['apartamento', 'apartamentos', 'hotel o apartamento', 'hostal', 'hotel']","['apartment', 'apartments', 'hotel or apartment', 'hostel', 'hotel']",Spain,What form of accommodation is typically booked for family trips in Spain? Provide a single answer without any explanations.,"As a person from Spain, what form of accommodation is typically booked for family trips in Spain? Provide a single answer without any explanations.",¿Qué tipo de alojamiento se reserva habitualmente para viajes familiares en España? Provide a single answer without any explanations.,Hotels with family-friendly amenities.,Hotels,Hoteles familiares o apartamentos turísticos.
New-ch-54,¿Qué fruta se suele preparar más para las cenas familiares en España?,Which fruit is usually prepared the most for family dinners in Spain?,"['melón', 'tomate', 'macedonia', 'fresas']","['melon', 'tomato', 'fruit salad', 'strawberries']",Spain,Which fruit is usually prepared the most for family dinners in Spain? Provide a single answer without any explanations.,"As a person from Spain, which fruit is usually prepared the most for family dinners in Spain? Provide a single answer without any explanations.",¿Qué fruta se suele preparar más para las cenas familiares en España? Provide a single answer without any explanations.,Pepinos.,Pepinos.,Pimientos de Padrón.
New-ch-64,"¿Cuántas horas de clases suelen tener los estudiantes universitarios por semana en España? (Proporciona solo números arábigos (por ejemplo, 1).)","How many hours of classes do university students typically have per week in Spain? (Provide Arabic numerals (e.g., 1) only.)","['25', '20', '4', '6']","['25', '20', '4', '6']",Spain,"How many hours of classes do university students typically have per week in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Spain, how many hours of classes do university students typically have per week in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","¿Cuántas horas de clases suelen tener los estudiantes universitarios por semana en España? (Proporciona solo números arábigos (por ejemplo, 1).) Provide a single answer without any explanations.",3,3,15
New-ch-66,"¿Cuál es la tasa de matrícula típica por semestre para los institutos públicos en España? (Proporciona solo números arábigos (p. ej., 1).)","What is the typical tuition fee per semester for public high schools in Spain?  (Provide Arabic numerals (e.g., 1) only.)","['0', 'no hay', '0-50']","['0', 'there is no', '0-50']",Spain,"What is the typical tuition fee per semester for public high schools in Spain?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Spain, what is the typical tuition fee per semester for public high schools in Spain?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","¿Cuál es la tasa de matrícula típica por semestre para los institutos públicos en España? (Proporciona solo números arábigos (p. ej., 1).) Provide a single answer without any explanations.",1,1,1
New-ch-70,¿Qué asignaturas obligatorias tienen en común los estudiantes universitarios en España?,What compulsory courses do university students have in common in Spain?,"['matemáticas', 'idiomas', 'física', 'estadística', 'inglés']","['mathematics', 'languages', 'physics', 'statistics', 'english']",Spain,What compulsory courses do university students have in common in Spain? Provide a single answer without any explanations.,"As a person from Spain, what compulsory courses do university students have in common in Spain? Provide a single answer without any explanations.",¿Qué asignaturas obligatorias tienen en común los estudiantes universitarios en España? Provide a single answer without any explanations.,"Spanish university students typically take compulsory courses in Spanish language and literature, mathematics, and social sciences.","Spanish university students typically take compulsory courses in Spanish language and literature, philosophy, history, and social sciences.","Matemáticas, Física, Química, Biología, Historia, Geografía, Lengua y Literatura."
New-ch-71,"¿Cuál es el tamaño medio de las clases en los institutos de secundaria en España? (Proporcione solo números arábigos (p. ej., 1).)","What is the average class size in high schools in Spain? (Provide Arabic numerals (e.g., 1) only.)","['20', '35', '40', '25']","['20', '35', '40', '25']",Spain,"What is the average class size in high schools in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Spain, what is the average class size in high schools in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","¿Cuál es el tamaño medio de las clases en los institutos de secundaria en España? (Proporcione solo números arábigos (p. ej., 1).) Provide a single answer without any explanations.",28,1,25
New-ch-72,¿Qué carrera se considera que conduce más al empleo en España?,Which major is considered most conducive to employment in Spain?,"['informática', 'ingeniería informática', 'ciencias de la computación, informática', 'computación', 'ingeniería', 'administración de empresas', 'ingeniería industrial', 'funcionario']","['computing', 'computer engineering', 'coputacion', 'engineering', 'business administration', 'industrial engineering', 'civil servant']",Spain,Which major is considered most conducive to employment in Spain? Provide a single answer without any explanations.,"As a person from Spain, which major is considered most conducive to employment in Spain? Provide a single answer without any explanations.",¿Qué carrera se considera que conduce más al empleo en España? Provide a single answer without any explanations.,Engineering.,Engineering.,Ingeniería.
New-ch-73,¿Qué tipo de clubes son los más populares entre los estudiantes universitarios en España?,What type of clubs are most popular among university students in Spain?,"['discotecas', 'pubs gratuitos', 'bares', 'deportivos', 'discotecas de reggeaton']","['nightclubs', 'free pubs', 'bars', 'sports', 'reggaeton nightclubs']",Spain,What type of clubs are most popular among university students in Spain? Provide a single answer without any explanations.,"As a person from Spain, what type of clubs are most popular among university students in Spain? Provide a single answer without any explanations.",¿Qué tipo de clubes son los más populares entre los estudiantes universitarios en España? Provide a single answer without any explanations.,"Student clubs focused on social events, cultural activities, and networking.",Universidad de Barcelona,"Los clubes de debate, deportes y actividades culturales son los más populares entre los estudiantes universitarios en España."
New-ch-74,¿Dónde viven principalmente los estudiantes universitarios en España?,What types of accommodation do university students in Spain typically live in?,"['residencias', 'residencias universitarias', 'pisos compartidos', 'Madrid', 'cerca de la universidad', 'casa familiar']","['residences', 'university residences', 'shared apartments', 'madrid', 'near the university', 'family home']",Spain,What types of accommodation do university students in Spain typically live in? Provide a single answer without any explanations.,"As a person from Spain, what types of accommodation do university students in Spain typically live in? Provide a single answer without any explanations.",¿Dónde viven principalmente los estudiantes universitarios en España? Provide a single answer without any explanations.,"University students in Spain typically live in dormitories, shared apartments, or student housing.","Shared apartments, student dormitories, and hostels.","En las ciudades universitarias como Madrid, Barcelona, Valencia, Sevilla y Granada."
New-ch-75,"¿Cuánto dura cada período de clase para los estudiantes de secundaria en España (minutos)? (Proporcione solo números arábigos (por ejemplo, 1).)","How long is each class period for middle school students in Spain (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","['55', '60', '90', '45']","['55', '60', '90', '45']",Spain,"How long is each class period for middle school students in Spain (minutes)?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Spain, how long is each class period for middle school students in Spain (minutes)?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","¿Cuánto dura cada período de clase para los estudiantes de secundaria en España (minutos)? (Proporcione solo números arábigos (por ejemplo, 1).) Provide a single answer without any explanations.",60,45,60
New-ch-78,¿Qué actividades de ocio suelen gustar a las mujeres jubiladas en España?,What leisure activities do retired women typically like in Spain?,"['jugar a las cartas', 'cartas', 'viajes', 'reunirse', 'bingo', 'pasear', 'ir de terrazas', 'charlar con las amigas', 'cursos']","['play cards, cards', 'trips', 'to meet', 'bingo', 'to walk', 'go to terraces', 'chat with friends', 'courses']",Spain,What leisure activities do retired women typically like in Spain? Provide a single answer without any explanations.,"As a person from Spain, what leisure activities do retired women typically like in Spain? Provide a single answer without any explanations.",¿Qué actividades de ocio suelen gustar a las mujeres jubiladas en España? Provide a single answer without any explanations.,"Reading, gardening, walking, and socializing with friends.","Reading, walking, and visiting museums.","Las mujeres jubiladas en España suelen disfrutar de actividades como leer, hacer senderismo, practicar yoga, cocinar, visitar museos, participar en talleres de artesanía, pasear en bicicleta, cultivar jardines, asistir a clases"
New-ch-79,¿Qué actividades de ocio suelen gustar a los hombres jubilados en España?,What leisure activities do retired men typically like in Spain?,"['petanca', 'baile', 'ajedrez', 'charlar en un banco', 'hacer viajes', 'pasear', 'jugar al dominó', 'dominó', 'ver la televisión', 'la televisión', 'televisión']","['boules, petanque', 'dance', 'chess', 'chat on a bench', 'make trips', 'to walk', 'play dominoes', 'dominoes', 'the television', 'watch tv', 'tv']",Spain,What leisure activities do retired men typically like in Spain? Provide a single answer without any explanations.,"As a person from Spain, what leisure activities do retired men typically like in Spain? Provide a single answer without any explanations.",¿Qué actividades de ocio suelen gustar a los hombres jubilados en España? Provide a single answer without any explanations.,"Reading, walking, and visiting museums.","Reading, walking, and enjoying wine with friends.","Los hombres jubilados en España suelen disfrutar de actividades como el senderismo, la pesca, el golf, la lectura, el ajedrez, el voluntariado, la jardinería, la cocina, la música y la visita a museos"
New-ch-80,"¿En qué festividades suelen las personas visitar lugares religiosos (templos, iglesias, etc.) en España?","During which holidays do people typically visit religious sites (temples, churches, etc.) in Spain?","['Semana Santa', 'navidades', 'romerias', 'Navidad', 'santos patronales', 'el Pilar']","['easter', 'christmas', 'pilgrimages', 'christmas', 'patron saints', 'the pillar']",Spain,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Spain? Provide a single answer without any explanations.","As a person from Spain, during which holidays do people typically visit religious sites (temples, churches, etc.) in Spain? Provide a single answer without any explanations.","¿En qué festividades suelen las personas visitar lugares religiosos (templos, iglesias, etc.) en España? Provide a single answer without any explanations.","Christmas, Easter, and the Feast of the Assumption.","Christmas, Easter, and the Feast of the Assumption.","Navidad, Semana Santa, y festivos religiosos como el Martes de Carnaval."
New-ch-81,¿Cuáles son los regalos típicos para una inauguración de casa en España?,What are the typical housewarming gifts in Spain?,"['planta', 'vino', 'felpudo', 'llavero', 'vajilla']","['plant/floor', 'wine', 'doormat', 'keychain', 'dishware']",Spain,What are the typical housewarming gifts in Spain? Provide a single answer without any explanations.,"As a person from Spain, what are the typical housewarming gifts in Spain? Provide a single answer without any explanations.",¿Cuáles son los regalos típicos para una inauguración de casa en España? Provide a single answer without any explanations.,A bottle of wine or a local delicacy.,"A typical housewarming gift in Spain is a ""potato"" (patata), a small clay pot used for cooking, often decorated with intricate designs.",Un regalo típico para una inauguración de casa en España podría ser una botella de vino o un jamón ibérico.
New-ch-82,"¿A qué hora suelen empezar las bodas en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).)","At what time do weddings typically start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['12h', '12:00', '11h', '11:00', '17:00', '17h', '13h', '13:00', '15:00', '15h']","['12:00', '11:00', '17:00', '13:00', '15:00']",Spain,"At what time do weddings typically start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Spain, at what time do weddings typically start in Spain? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","¿A qué hora suelen empezar las bodas en España? (Indica en formato HH:MM (por ejemplo, 18:00, 09:00).) Provide a single answer without any explanations.",22:00,22:00,19:00
New-ch-83,¿Qué ciudad de España acoge más festivales?,Which city in Spain hosts festivals the most?,"['Madrid', 'Barcelona', 'Ibiza', 'Valencia']","['madrid', 'barcelona', 'ibiza', 'valencia']",Spain,Which city in Spain hosts festivals the most? Provide a single answer without any explanations.,"As a person from Spain, which city in Spain hosts festivals the most? Provide a single answer without any explanations.",¿Qué ciudad de España acoge más festivales? Provide a single answer without any explanations.,Valencia.,Seville.,Barcelona.
New-ch-84,¿De qué color suelen vestir las personas cuando asisten a bodas en España?,What color of clothing do people typically wear when attending weddings in Spain?,"['negro', 'rosa', 'azul marino', 'azul', 'rojo', 'verde', 'blanco', 'colorido']","['black', 'pink', 'navy blue', 'blue', 'red', 'green', 'white', 'colorful']",Spain,What color of clothing do people typically wear when attending weddings in Spain? Provide a single answer without any explanations.,"As a person from Spain, what color of clothing do people typically wear when attending weddings in Spain? Provide a single answer without any explanations.",¿De qué color suelen vestir las personas cuando asisten a bodas en España? Provide a single answer without any explanations.,"Light colors such as white, light blue, or pastel shades.",Light colors and pastel shades.,"Blanco, azul marino, gris claro, beige, y tonos pastel."
New-ch-85,¿De qué color de ropa suelen vestir las personas cuando asisten a funerales en España?,What color of clothing do people typically wear when attending funerals in Spain?,['negro'],['black'],Spain,What color of clothing do people typically wear when attending funerals in Spain? Provide a single answer without any explanations.,"As a person from Spain, what color of clothing do people typically wear when attending funerals in Spain? Provide a single answer without any explanations.",¿De qué color de ropa suelen vestir las personas cuando asisten a funerales en España? Provide a single answer without any explanations.,Black,Black,Negro.
New-en-01,¿Qué aperitivo se come en el cine en España?,Which snack is eaten in the cinema in Spain?,"['palomitas', 'pipas']","['popcorn', 'sunflower seeds']",Spain,Which snack is eaten in the cinema in Spain? Provide a single answer without any explanations.,"As a person from Spain, which snack is eaten in the cinema in Spain? Provide a single answer without any explanations.",¿Qué aperitivo se come en el cine en España? Provide a single answer without any explanations.,Patatas bravas,Patatas bravas,Patatas bravas.
New-en-02,¿Cuál es el sabor de patatas fritas más popular en España?,What is the most popular chip/crisp flavour in Spain?,"['jamon serrano', 'con queso', 'clásicas', 'campesinas', 'sal', 'Lays', 'Matutano']","['serrano ham', 'with cheese', 'classics', 'campesinas vegetables', 'salt', 'lays', 'matutano']",Spain,What is the most popular chip/crisp flavour in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular chip/crisp flavour in Spain? Provide a single answer without any explanations.",¿Cuál es el sabor de patatas fritas más popular en España? Provide a single answer without any explanations.,Pepperoni,Patatas Bravas,Salty and crispy.
New-en-04,¿Quién es un chef famoso y popular en España?,Who is a popular celebrity chef in Spain?,"['Daviz Muñoz', 'Ferran Adrià', 'Chicote', 'Alberto Chicote', 'Daviz Muñoz', 'Ferran Adrià', 'Jordi Cruz', 'Arguiñano']","['dabiz muñoz', 'ferran adrià', 'chicote', 'alberto chicote', 'dabiz muñoz', 'ferran adrià', 'jordi cruz', 'arguiñano']",Spain,Who is a popular celebrity chef in Spain? Provide a single answer without any explanations.,"As a person from Spain, who is a popular celebrity chef in Spain? Provide a single answer without any explanations.",¿Quién es un chef famoso y popular en España? Provide a single answer without any explanations.,Jamie Oliver.,Jamie Oliver.,Jamie Oliver.
New-en-05,¿Qué comida es una opción de comida rápida y económica en España?,Which food is a cost-effective and quick meal option in Spain?,"['pizza', 'el bocadillo', 'bocadillo', 'hamburguesa', ""hamburguesa del mcdonal's"", 'tapas', 'aperitivos, canapés']","['pizza', 'the sandwich', 'sandwich', 'burger', ""mcdonald's burger"", 'appetizers']",Spain,Which food is a cost-effective and quick meal option in Spain? Provide a single answer without any explanations.,"As a person from Spain, which food is a cost-effective and quick meal option in Spain? Provide a single answer without any explanations.",¿Qué comida es una opción de comida rápida y económica en España? Provide a single answer without any explanations.,Tortilla Española,Tortilla Española.,Tortilla de patatas.
New-en-07,¿Cuáles son los programas de cocina más populares en España?,What are the most popular cooking shows in Spain?,"['MasterChef', 'Karlos Arguiñano', 'Arguiñano en tu cocina', 'cocina abierta de Karlos Arguiñano']","['masterchef', 'master chef', 'karlos arguiñano', 'arguiñano in your kitchen', ""karlos arguiñano's open kitchen""]",Spain,What are the most popular cooking shows in Spain? Provide a single answer without any explanations.,"As a person from Spain, what are the most popular cooking shows in Spain? Provide a single answer without any explanations.",¿Cuáles son los programas de cocina más populares en España? Provide a single answer without any explanations.,MasterChef España.,MasterChef España,MasterChef España.
New-en-08,¿Cuál es la marca de chocolate más popular en España?,What is the most popular chocolate brand in Spain?,"['Nestlé', 'Milka', 'Valor']","['nestlé', 'nestle', 'milka', 'valor']",Spain,What is the most popular chocolate brand in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular chocolate brand in Spain? Provide a single answer without any explanations.",¿Cuál es la marca de chocolate más popular en España? Provide a single answer without any explanations.,Cadbury,Cadbury,Cadbury.
New-en-10,¿Cuál es el queso más consumido en España?,What is the most eaten cheese in Spain?,"['queso de La Mancha', 'curado', 'manchego', 'cabra', 'zamorano']","['cheese from la mancha', 'cured', 'from la mancha', 'goat', 'from zamora']",Spain,What is the most eaten cheese in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most eaten cheese in Spain? Provide a single answer without any explanations.",¿Cuál es el queso más consumido en España? Provide a single answer without any explanations.,Manchego cheese.,Idiazabal.,Idiazábal.
New-en-11,¿Cuál es la verdura más odiada en España?,What is the most disliked vegetable in Spain?,"['coles de bruselas', 'coliflor', 'brócoli']","['brussels sprouts', 'cauliflower', 'broccoli']",Spain,What is the most disliked vegetable in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most disliked vegetable in Spain? Provide a single answer without any explanations.",¿Cuál es la verdura más odiada en España? Provide a single answer without any explanations.,Pumpkin.,Patatas bravas,El pimiento verde.
New-en-12,¿Qué comida se encuentra más comúnmente en las zonas de comidas de España?,What food is most commonly found in food courts in Spain?,"['paella', 'tortilla de patatas', 'tortilla de patata', 'sandwiches', 'bocadillos', 'snacks', 'patatas bravas', 'calamares', 'tapas', 'aperitivos, canapés', 'tapas de jamón serrano y queso', 'empanadas']","['paella', 'spanish omelette', 'potato omelette', 'sandwiches', 'sandwiches', 'snacks', 'spicy potatoes', 'squid', 'appetizers', 'serrano ham and cheese tapas', 'turnovers']",Spain,What food is most commonly found in food courts in Spain? Provide a single answer without any explanations.,"As a person from Spain, what food is most commonly found in food courts in Spain? Provide a single answer without any explanations.",¿Qué comida se encuentra más comúnmente en las zonas de comidas de España? Provide a single answer without any explanations.,Tapas,Tapas,"Tapas, paella, jamón ibérico, gazpacho, churros con chocolate."
New-en-17,¿Cuáles son los instrumentos de animación más comunes utilizados por los aficionados al deporte en España?,What are the most common cheering tools used by sports fans in Spain?,"['bombo', 'tambor', 'banderas', 'bufandas']","['drum', 'flags', 'scarves']",Spain,What are the most common cheering tools used by sports fans in Spain? Provide a single answer without any explanations.,"As a person from Spain, what are the most common cheering tools used by sports fans in Spain? Provide a single answer without any explanations.",¿Cuáles son los instrumentos de animación más comunes utilizados por los aficionados al deporte en España? Provide a single answer without any explanations.,"Fans often use flags, banners, and chants.","Fans often use ""la pancarta"" (a large banner), ""les cornetas"" (horn-like instruments), and ""les bufandes"" (colorful scarves) to cheer.","Los instrumentos de animación más comunes utilizados por los aficionados al deporte en España incluyen el megáfono, el pandereta, el tambor, la trompeta, el saxofón, el clarinete, la flauta trav"
New-en-18,¿Qué llevan los aficionados consigo cuando asisten a un partido en directo en España?,What do fans bring with them when attending a live game in Spain?,"['bandera', 'banderas', 'bufanda', 'bufandas', 'bocadillo', 'camiseta de futbol', 'camiseta']","['flag', 'flags', 'scarf', 'scarves', 'sandwich', 'football shirt', 't-shirt']",Spain,What do fans bring with them when attending a live game in Spain? Provide a single answer without any explanations.,"As a person from Spain, what do fans bring with them when attending a live game in Spain? Provide a single answer without any explanations.",¿Qué llevan los aficionados consigo cuando asisten a un partido en directo en España? Provide a single answer without any explanations.,"Fans often bring reusable water bottles, snacks, and team merchandise to enjoy the game and stay hydrated.","Fans often bring traditional Spanish snacks like churros and chocolate, as well as Spanish flags and team colors.","Los aficionados llevan camisetas, banderas, pegatinas, botellas de agua, aperitivos y, en ocasiones, artículos personalizados como pelotas o accesorios de equipos."
New-en-19,¿Cuál es el estadio deportivo más conocido de España?,What is the most well known sporting stadium in Spain?,"['Bernabeu', 'Santiago Bernabeu', 'Estadio Santiago Bernabeu']","['bernabéu', 'santiago bernabeu', 'santiago bernabéu', 'santiago bernabéu stadium']",Spain,What is the most well known sporting stadium in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most well known sporting stadium in Spain? Provide a single answer without any explanations.",¿Cuál es el estadio deportivo más conocido de España? Provide a single answer without any explanations.,Santiago Bernabéu Stadium.,Santiago Bernabéu Stadium.,Santiago Bernabéu.
New-en-23,¿Quién es el paralímpico más famoso de España?,Who is the most famous Paralympian in Spain?,['Teresa Perales'],['teresa perales'],Spain,Who is the most famous Paralympian in Spain? Provide a single answer without any explanations.,"As a person from Spain, who is the most famous Paralympian in Spain? Provide a single answer without any explanations.",¿Quién es el paralímpico más famoso de España? Provide a single answer without any explanations.,David Mella.,David Mella.,David Mella.
New-en-26,¿Cuál es el cántico deportivo más reconocido en España?,What is the best recognized sporting chant in Spain?,"['oe', 'himno Betis', 'himno nacional', 'hala', 'Madrid', 'el himno del Madrid', 'el himno del Barça', 'el himno del Barcelona']","['oe', 'betis anthem', 'national anthem', 'come on', 'madrid', 'the anthem of madrid', 'the barça anthem']",Spain,What is the best recognized sporting chant in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the best recognized sporting chant in Spain? Provide a single answer without any explanations.",¿Cuál es el cántico deportivo más reconocido en España? Provide a single answer without any explanations.,"""¡Olé!""","""¡Olé!""","""¡Olé!"""
New-en-38,¿Qué industrias son conocidas por tener horarios de trabajo más flexibles en España?,Which industries are known for more flexible working hours in Spain?,"['energéticas', 'artistas', 'tecnología y startups']","['energy', 'artists', 'technology and startups']",Spain,Which industries are known for more flexible working hours in Spain? Provide a single answer without any explanations.,"As a person from Spain, which industries are known for more flexible working hours in Spain? Provide a single answer without any explanations.",¿Qué industrias son conocidas por tener horarios de trabajo más flexibles en España? Provide a single answer without any explanations.,"Technology, creative industries, and remote work-friendly sectors.","Technology, creative industries, and remote work-friendly sectors.","Industrias como tecnología, marketing digital, educación en línea, y servicios profesionales suelen destacar por ofrecer horarios flexibles en España."
New-en-41,¿Quién es el empresario más conocido y exitoso de España?,Who is the most well known and successful entrepreneur in Spain?,"['Amancio Ortega', 'Florentino Pérez', 'Juan Roig']","['amancio ortega', 'florentino pérez', 'juan roig']",Spain,Who is the most well known and successful entrepreneur in Spain? Provide a single answer without any explanations.,"As a person from Spain, who is the most well known and successful entrepreneur in Spain? Provide a single answer without any explanations.",¿Quién es el empresario más conocido y exitoso de España? Provide a single answer without any explanations.,Amancio Ortega.,Iker Casillas.,Amancio Ortega.
New-en-47,¿Qué se puede encontrar típicamente en el jardín trasero de las casas en España?,What can typically be found in the back garden of houses in Spain?,"['balones', 'flores', 'arbustos', 'árboles frutales', 'setos', 'plantas', 'barbacoa']","['balls', 'flowers', 'bushes', 'fruit trees', 'hedges', 'plants', 'barbecue']",Spain,What can typically be found in the back garden of houses in Spain? Provide a single answer without any explanations.,"As a person from Spain, what can typically be found in the back garden of houses in Spain? Provide a single answer without any explanations.",¿Qué se puede encontrar típicamente en el jardín trasero de las casas en España? Provide a single answer without any explanations.,A small pond or fountain.,"A small fountain or a traditional Spanish garden with olive trees, flowers, and sometimes a small pond.","Plantas de flores, árboles frutales, huerto, zona de césped, y quizás una zona de juegos para niños."
New-en-49,¿Cuál es el nombre de la familia más famosa de España?,What is the name of the most famous family in Spain?,"['Borbón', 'la familia real', 'familia real', 'García']","['borbon', 'the royal family', 'royal family', 'garcia']",Spain,What is the name of the most famous family in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the name of the most famous family in Spain? Provide a single answer without any explanations.",¿Cuál es el nombre de la familia más famosa de España? Provide a single answer without any explanations.,The Borbóns.,The Borbóns.,Los Borbón
New-en-50,¿Cuál es el apellido más común en España?,What is the most common family name in Spain?,"['Pérez', 'López', 'García', 'Sánchez', 'Fernández', 'Martínez']","['pérez', 'perez', 'lópez', 'garcía', 'sanchez', 'fernandez', 'martínez']",Spain,What is the most common family name in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most common family name in Spain? Provide a single answer without any explanations.",¿Cuál es el apellido más común en España? Provide a single answer without any explanations.,García.,García,García.
New-en-55,¿Qué religión practican más comúnmente las familias en España?,Which religion is most commonly practiced by families in Spain?,"['catolicismo', 'católica']","['catholicism', 'catholic']",Spain,Which religion is most commonly practiced by families in Spain? Provide a single answer without any explanations.,"As a person from Spain, which religion is most commonly practiced by families in Spain? Provide a single answer without any explanations.",¿Qué religión practican más comúnmente las familias en España? Provide a single answer without any explanations.,Catholicism.,Catholicism.,Católicos.
New-en-56,¿Cuál es el idioma extranjero más hablado por las familias en España?,What is the most popular foreign language spoken by families in Spain?,"['inglés', 'árabe', 'francés']","['english', 'arabic', 'french']",Spain,What is the most popular foreign language spoken by families in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular foreign language spoken by families in Spain? Provide a single answer without any explanations.",¿Cuál es el idioma extranjero más hablado por las familias en España? Provide a single answer without any explanations.,French.,French,Francés.
New-en-59,¿Cuál es el destino más popular para las familias de España para emigrar?,Which country is the most popular destination for families from Spain to emigrate to?,"['Reino Unido', 'Dublín', 'Francia']","['united kingdom', 'dublin', 'france']",Spain,Which country is the most popular destination for families from Spain to emigrate to? Provide a single answer without any explanations.,"As a person from Spain, which country is the most popular destination for families from Spain to emigrate to? Provide a single answer without any explanations.",¿Cuál es el destino más popular para las familias de España para emigrar? Provide a single answer without any explanations.,Portugal.,Portugal.,Canadá.
