question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
New-ch-26,"Στους Χειμερινούς Ολυμπιακούς Αγώνες, ποιο αγώνισμα είναι το πιο δημοφιλές για παρακολούθηση στην Ελλάδα;","In the Winter Olympics, which event is the most popular to watch in Greece?","['καλλιτεχνικό πατινάζ', 'καλλιτεχνικό πατινάζ στον πάγο', 'χόκευ', 'σκι']","['figure skating', 'figure skating on ice', 'hockey', 'skiing']",Greece,"In the Winter Olympics, which event is the most popular to watch in Greece? Provide a single answer without any explanations.","As a person from Greece, in the Winter Olympics, which event is the most popular to watch in Greece? Provide a single answer without any explanations.","Στους Χειμερινούς Ολυμπιακούς Αγώνες, ποιο αγώνισμα είναι το πιο δημοφιλές για παρακολούθηση στην Ελλάδα; Provide a single answer without any explanations."
New-ch-27,Ποιος είναι ο πιο διάσημος μποξέρ στην Ελλάδα;,Who is the most famous boxer in Greece?,"['Μιχάλης Ζαμπίδης', 'Ζαμπίδης']","['michalis zambidis', 'zambidis']",Greece,Who is the most famous boxer in Greece? Provide a single answer without any explanations.,"As a person from Greece, who is the most famous boxer in Greece? Provide a single answer without any explanations.",Ποιος είναι ο πιο διάσημος μποξέρ στην Ελλάδα; Provide a single answer without any explanations.
New-ch-30,Ποιος είναι ο πιο διάσημος αθλητής του στίβου στην Ελλάδα;,Who is the most famous track and field athlete in Greece?,"['Τεντόγλου', 'Μίλτος Τεντόγλου']","['tentoglou', 'miltos tentoglou']",Greece,Who is the most famous track and field athlete in Greece? Provide a single answer without any explanations.,"As a person from Greece, who is the most famous track and field athlete in Greece? Provide a single answer without any explanations.",Ποιος είναι ο πιο διάσημος αθλητής του στίβου στην Ελλάδα; Provide a single answer without any explanations.
New-ch-31,Ποια επαγγέλματα ελπίζουν περισσότερο οι γονείς ότι τα παιδιά τους θα ακολουθήσουν στην Ελλάδα;,What job do parents most hope their children will pursue in Greece?,"['γιατροί', 'ιατρός', 'γιατρός', 'δικηγόρος', 'μηχανικοί', 'μηχανικός', 'του μπαμπά']","['doctors', 'doctor', 'lawyer', 'engineers', 'engineer', 'of the dad']",Greece,What job do parents most hope their children will pursue in Greece? Provide a single answer without any explanations.,"As a person from Greece, what job do parents most hope their children will pursue in Greece? Provide a single answer without any explanations.",Ποια επαγγέλματα ελπίζουν περισσότερο οι γονείς ότι τα παιδιά τους θα ακολουθήσουν στην Ελλάδα; Provide a single answer without any explanations.
New-ch-32,Ποιο λογισμικό γραφείου χρησιμοποιούν συνήθως οι άνθρωποι στον χώρο εργασίας στην Ελλάδα;,What office software do people typically use in the workplace in Greece?,"['ms office', 'microsoft office', 'windows', 'excel', 'outlook', 'word']","['microsoft office', 'windows', 'excel', 'prospects', 'word']",Greece,What office software do people typically use in the workplace in Greece? Provide a single answer without any explanations.,"As a person from Greece, what office software do people typically use in the workplace in Greece? Provide a single answer without any explanations.",Ποιο λογισμικό γραφείου χρησιμοποιούν συνήθως οι άνθρωποι στον χώρο εργασίας στην Ελλάδα; Provide a single answer without any explanations.
New-ch-38,Ποιες πόλεις ή περιοχές είναι γνωστές για τις δραστηριότητες εισαγωγών και εξαγωγών τους στην Ελλάδα;,Which cities or regions are known for their import and export activities in Greece?,"['Κρήτη', 'Πειραιάς', 'Αθήνα', 'Πάτρα', 'Καλαμάτα']","['crete', 'piraeus', 'athens', 'fatherland', 'kalamata']",Greece,Which cities or regions are known for their import and export activities in Greece? Provide a single answer without any explanations.,"As a person from Greece, which cities or regions are known for their import and export activities in Greece? Provide a single answer without any explanations.",Ποιες πόλεις ή περιοχές είναι γνωστές για τις δραστηριότητες εισαγωγών και εξαγωγών τους στην Ελλάδα; Provide a single answer without any explanations.
New-ch-39,Ποια πλατφόρμα χρησιμοποιείται συνήθως στη βιομηχανία του ηλεκτρονικού εμπορίου στην Ελλάδα;,What platform is commonly used in the e-commerce industry in Greece?,"['skroutz.gr', 'skroutz', 'άμαζον', 'bestprice.gr']","['skroutz.gr', 'skroutz', 'amazon', 'bestprice.com']",Greece,What platform is commonly used in the e-commerce industry in Greece? Provide a single answer without any explanations.,"As a person from Greece, what platform is commonly used in the e-commerce industry in Greece? Provide a single answer without any explanations.",Ποια πλατφόρμα χρησιμοποιείται συνήθως στη βιομηχανία του ηλεκτρονικού εμπορίου στην Ελλάδα; Provide a single answer without any explanations.
New-ch-44,"Πόσο διαρκεί η τυπική περίοδος δοκιμαστικής απασχόλησης για νέους υπαλλήλους πριν την υπογραφή ενός επίσημου συμβολαίου στην Ελλάδα; (π.χ., 1 μήνας).","How long is the typical probation period for new employees before signing a formal contract in Greece? (e.g., 1 month).","['15 ημέρες', '1 βδομάδα']","['15 days', '1 week']",Greece,"How long is the typical probation period for new employees before signing a formal contract in Greece? (e.g., 1 month). Provide a single answer without any explanations.","As a person from Greece, how long is the typical probation period for new employees before signing a formal contract in Greece? (e.g., 1 month). Provide a single answer without any explanations.","Πόσο διαρκεί η τυπική περίοδος δοκιμαστικής απασχόλησης για νέους υπαλλήλους πριν την υπογραφή ενός επίσημου συμβολαίου στην Ελλάδα; (π.χ., 1 μήνας). Provide a single answer without any explanations."
New-ch-45,Σε ποιους κλάδους συνήθως επιλέγουν οι νέοι να ξεκινήσουν επιχειρήσεις στην Ελλάδα;,Which industries do young people typically choose to start businesses in Greece?,"['εστίασης', 'εστίαση', 'καφέ', 'καφετέριες', 'μπαρ', 'τουρισμός', 'πληροφορική', 'οικονομία']","['catering', 'coffee', 'cafes', 'bar', 'tourism', 'informatics', 'economy']",Greece,Which industries do young people typically choose to start businesses in Greece? Provide a single answer without any explanations.,"As a person from Greece, which industries do young people typically choose to start businesses in Greece? Provide a single answer without any explanations.",Σε ποιους κλάδους συνήθως επιλέγουν οι νέοι να ξεκινήσουν επιχειρήσεις στην Ελλάδα; Provide a single answer without any explanations.
New-ch-49,Ποιος είναι ο πιο συνηθισμένος τρόπος επικοινωνίας των μελών μιας οικογένειας από απόσταση στην Ελλάδα;,What is the most common way for family members to communicate remotely in Greece?,"['messaging app', 'viber', 'βάιμπερ', 'τηλέφωνο', 'κινητό', 'κινητό τηλέφωνο', 'διαδίκτυο', 'messenger', 'skype']","['viber', 'phone', 'mobile', 'mobile phone', 'internet', 'messenger', 'skype']",Greece,What is the most common way for family members to communicate remotely in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most common way for family members to communicate remotely in Greece? Provide a single answer without any explanations.",Ποιος είναι ο πιο συνηθισμένος τρόπος επικοινωνίας των μελών μιας οικογένειας από απόσταση στην Ελλάδα; Provide a single answer without any explanations.
New-ch-51,Ποια μορφή διαμονής κλείνεται συνήθως για οικογενειακά ταξίδια στην Ελλάδα;,What form of accommodation is typically booked for family trips in Greece?,"['ξενοδοχείο', 'ξενοδοχεία', 'πλήρης με διατροφή', 'ενοικιαζόμενα διαμερίσματα']","['hotel', 'hotels', 'full board', 'rental apartments']",Greece,What form of accommodation is typically booked for family trips in Greece? Provide a single answer without any explanations.,"As a person from Greece, what form of accommodation is typically booked for family trips in Greece? Provide a single answer without any explanations.",Ποια μορφή διαμονής κλείνεται συνήθως για οικογενειακά ταξίδια στην Ελλάδα; Provide a single answer without any explanations.
New-ch-54,Ποιο φρούτο συνήθως προετοιμάζεται περισσότερο για τα οικογενειακά δείπνα στην Ελλάδα;,Which fruit is usually prepared the most for family dinners in Greece?,['καρπούζι'],['watermelon'],Greece,Which fruit is usually prepared the most for family dinners in Greece? Provide a single answer without any explanations.,"As a person from Greece, which fruit is usually prepared the most for family dinners in Greece? Provide a single answer without any explanations.",Ποιο φρούτο συνήθως προετοιμάζεται περισσότερο για τα οικογενειακά δείπνα στην Ελλάδα; Provide a single answer without any explanations.
New-ch-64,"Πόσες ώρες μαθημάτων έχουν συνήθως οι φοιτητές του πανεπιστημίου ανά εβδομάδα στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).)","How many hours of classes do university students typically have per week in Greece? (Provide Arabic numerals (e.g., 1) only.)","['20', '40', '30', '10', '8', '12']","['20', '40', '30', '10', '8', '12']",Greece,"How many hours of classes do university students typically have per week in Greece? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Greece, how many hours of classes do university students typically have per week in Greece? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","Πόσες ώρες μαθημάτων έχουν συνήθως οι φοιτητές του πανεπιστημίου ανά εβδομάδα στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).) Provide a single answer without any explanations."
New-ch-66,"Ποιο είναι το τυπικό δίδακτρο ανά εξάμηνο για τα δημόσια λύκεια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).)","What is the typical tuition fee per semester for public high schools in Greece?  (Provide Arabic numerals (e.g., 1) only.)",['0'],['0'],Greece,"What is the typical tuition fee per semester for public high schools in Greece?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Greece, what is the typical tuition fee per semester for public high schools in Greece?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","Ποιο είναι το τυπικό δίδακτρο ανά εξάμηνο για τα δημόσια λύκεια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).) Provide a single answer without any explanations."
New-ch-70,Ποια υποχρεωτικά μαθήματα έχουν κοινά οι φοιτητές των πανεπιστημίων στην Ελλάδα;,What compulsory courses do university students have in common in Greece?,"['σύνταξη τεχνικών κειμένων', 'αγγλικά', 'μαθηματικά', 'πληροφορική']","['technical writing', 'english', 'mathematics', 'informatics']",Greece,What compulsory courses do university students have in common in Greece? Provide a single answer without any explanations.,"As a person from Greece, what compulsory courses do university students have in common in Greece? Provide a single answer without any explanations.",Ποια υποχρεωτικά μαθήματα έχουν κοινά οι φοιτητές των πανεπιστημίων στην Ελλάδα; Provide a single answer without any explanations.
New-ch-71,"Ποιο είναι το μέσο μέγεθος τμήματος στα λύκεια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).)","What is the average class size in high schools in Greece? (Provide Arabic numerals (e.g., 1) only.)","['15', '25', '20']","['15', '25', '20']",Greece,"What is the average class size in high schools in Greece? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Greece, what is the average class size in high schools in Greece? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","Ποιο είναι το μέσο μέγεθος τμήματος στα λύκεια στην Ελλάδα; (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).) Provide a single answer without any explanations."
New-ch-72,Ποια ειδικότητα θεωρείται η πιο ευνοϊκή για απασχόληση στην Ελλάδα;,Which major is considered most conducive to employment in Greece?,"['ηλεκτρονικοί υπολογιστές', 'προγραμματισμός', 'προγραμματιστές', 'προγραμματιστής', 'γιατροί', 'ιατρός', 'γιατρός', 'αστυνομία', 'πολιτική', 'μηχανολόγοι μηχανικοί', 'ξενοδοχοϋπάλληλοι', 'ξενοδοχοϋπάλληλος']","['computers', 'programming', 'programmer', 'doctors', 'doctor', 'police', 'policy', 'mechanical engineers', 'hotel employees']",Greece,Which major is considered most conducive to employment in Greece? Provide a single answer without any explanations.,"As a person from Greece, which major is considered most conducive to employment in Greece? Provide a single answer without any explanations.",Ποια ειδικότητα θεωρείται η πιο ευνοϊκή για απασχόληση στην Ελλάδα; Provide a single answer without any explanations.
New-ch-73,Ποιο είδος συλλόγων είναι το πιο δημοφιλές μεταξύ των φοιτητών πανεπιστημίου στην Ελλάδα;,What type of clubs are most popular among university students in Greece?,"['κομματικές παρατάξεις', 'κομματικοί', 'πολιτικοί σύλλογοι', 'ΔΑΠ-ΝΔΦΚ', 'δαπ', 'ΚΝΕ', 'κνε', 'Κομμουνιστική Νεολαία Ελλάδας', 'ποδόσφαιρο']","['political factions', 'party members', 'political associations', 'democratic renewal vanguard', 'communist youth of greece', 'football']",Greece,What type of clubs are most popular among university students in Greece? Provide a single answer without any explanations.,"As a person from Greece, what type of clubs are most popular among university students in Greece? Provide a single answer without any explanations.",Ποιο είδος συλλόγων είναι το πιο δημοφιλές μεταξύ των φοιτητών πανεπιστημίου στην Ελλάδα; Provide a single answer without any explanations.
New-ch-74,Ποιους τύπους στέγασης συνήθως επιλέγουν οι φοιτητές των πανεπιστημίων στην Ελλάδα;,What types of accommodation do university students in Greece typically live in?,"['φοιτητικές εστίες', 'εστίες', 'φοιτητική εστία', 'διαμερίσματα', 'ενοίκιο', 'ενοικίαση σπιτιού']","['student dormitories', 'student dormitory', 'apartments', 'rent', 'house rental']",Greece,What types of accommodation do university students in Greece typically live in? Provide a single answer without any explanations.,"As a person from Greece, what types of accommodation do university students in Greece typically live in? Provide a single answer without any explanations.",Ποιους τύπους στέγασης συνήθως επιλέγουν οι φοιτητές των πανεπιστημίων στην Ελλάδα; Provide a single answer without any explanations.
New-ch-75,"Πόση είναι η διάρκεια κάθε διδακτικής ώρας για τους μαθητές του γυμνασίου στην Ελλάδα (λεπτά); (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).)","How long is each class period for middle school students in Greece (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","['45', '40']","['45', '40']",Greece,"How long is each class period for middle school students in Greece (minutes)?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Greece, how long is each class period for middle school students in Greece (minutes)?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","Πόση είναι η διάρκεια κάθε διδακτικής ώρας για τους μαθητές του γυμνασίου στην Ελλάδα (λεπτά); (Χρησιμοποιείστε μόνο αραβικούς αριθμούς (π.χ., 1).) Provide a single answer without any explanations."
New-ch-78,Ποιες δραστηριότητες αναψυχής συνήθως αρέσουν στις συνταξιούχες γυναίκες στην Ελλάδα;,What leisure activities do retired women typically like in Greece?,"['εκδρομή', 'εκδρομές', 'οργανωμένα ταξίδια', 'ΚΑΠΗ', 'χορός']","['excursion', 'excursions', 'organized trips', ""senior citizens' community center"", 'dance']",Greece,What leisure activities do retired women typically like in Greece? Provide a single answer without any explanations.,"As a person from Greece, what leisure activities do retired women typically like in Greece? Provide a single answer without any explanations.",Ποιες δραστηριότητες αναψυχής συνήθως αρέσουν στις συνταξιούχες γυναίκες στην Ελλάδα; Provide a single answer without any explanations.
New-ch-79,Ποιες δραστηριότητες αναψυχής συνήθως αρέσουν στους συνταξιούχους άνδρες στην Ελλάδα;,What leisure activities do retired men typically like in Greece?,"['καφετέριες', 'καφενεία', 'καφενείο', 'τάβλι', 'χαρτιά', 'να βλέπουν ειδησεις', 'στο καπί να παίζουν τράπουλα.']","['cafes', 'coffeehouses', 'coffee shop', 'backgammon', 'papers', 'to watch news', ""playing cards at the senior citizens' community center""]",Greece,What leisure activities do retired men typically like in Greece? Provide a single answer without any explanations.,"As a person from Greece, what leisure activities do retired men typically like in Greece? Provide a single answer without any explanations.",Ποιες δραστηριότητες αναψυχής συνήθως αρέσουν στους συνταξιούχους άνδρες στην Ελλάδα; Provide a single answer without any explanations.
New-ch-80,"Κατά τη διάρκεια ποιών εορτών συνηθίζουν οι άνθρωποι να επισκέπτονται θρησκευτικούς χώρους (ναούς, εκκλησίες κλπ.) στην Ελλάδα;","During which holidays do people typically visit religious sites (temples, churches, etc.) in Greece?","['Πάσχα', 'Χριστούγεννα', 'Δεκαπενταύγουστος', '15 Αυγούστου', 'Κοίμηση της Θεοτόκου']","['easter', 'christmas', 'august 15th', 'dormition of the mother of god']",Greece,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Greece? Provide a single answer without any explanations.","As a person from Greece, during which holidays do people typically visit religious sites (temples, churches, etc.) in Greece? Provide a single answer without any explanations.","Κατά τη διάρκεια ποιών εορτών συνηθίζουν οι άνθρωποι να επισκέπτονται θρησκευτικούς χώρους (ναούς, εκκλησίες κλπ.) στην Ελλάδα; Provide a single answer without any explanations."
New-ch-81,Ποια είναι τα τυπικά δώρα για νέο σπίτι στην Ελλάδα;,What are the typical housewarming gifts in Greece?,"['κρασί', 'γλυκά', 'αλκοόλ', 'πίνακες', 'συσκευές κουζίνας', 'ρόδι']","['wine', 'sweets', 'alcohol', 'paintings', 'kitchen appliances', 'pomegranate']",Greece,What are the typical housewarming gifts in Greece? Provide a single answer without any explanations.,"As a person from Greece, what are the typical housewarming gifts in Greece? Provide a single answer without any explanations.",Ποια είναι τα τυπικά δώρα για νέο σπίτι στην Ελλάδα; Provide a single answer without any explanations.
New-ch-82," Τι ώρα συνήθως αρχίζουν οι γάμοι στην Ελλάδα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00).","At what time do weddings typically start in Greece? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['19:00', '17:00', '14:00', '16:00', '18:00']","['19:00', '17:00', '14:00', '16:00', '18:00']",Greece,"At what time do weddings typically start in Greece? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Greece, at what time do weddings typically start in Greece? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations."," Τι ώρα συνήθως αρχίζουν οι γάμοι στην Ελλάδα; (Απαντήστε σε μορφή ΩΩ:ΛΛ, π.χ., 18:00, 09:00). Provide a single answer without any explanations."
New-ch-83,Ποια πόλη στην Ελλάδα φιλοξενεί τα περισσότερα φεστιβάλ;,Which city in Greece hosts festivals the most?,"['Αθήνα', 'Θεσσαλονίκη']","['athens', 'athena', 'thessaloniki']",Greece,Which city in Greece hosts festivals the most? Provide a single answer without any explanations.,"As a person from Greece, which city in Greece hosts festivals the most? Provide a single answer without any explanations.",Ποια πόλη στην Ελλάδα φιλοξενεί τα περισσότερα φεστιβάλ; Provide a single answer without any explanations.
New-ch-84,Ποιο χρώμα ρούχων φορούν συνήθως οι άνθρωποι όταν παρευρίσκονται σε γάμους στην Ελλάδα;,What color of clothing do people typically wear when attending weddings in Greece?,"['λευκό', 'μαύρο', 'εκρού']","['white', 'black', 'ecru']",Greece,What color of clothing do people typically wear when attending weddings in Greece? Provide a single answer without any explanations.,"As a person from Greece, what color of clothing do people typically wear when attending weddings in Greece? Provide a single answer without any explanations.",Ποιο χρώμα ρούχων φορούν συνήθως οι άνθρωποι όταν παρευρίσκονται σε γάμους στην Ελλάδα; Provide a single answer without any explanations.
New-ch-85,Ποιο χρώμα ρούχων φορούν συνήθως οι άνθρωποι όταν παρευρίσκονται σε κηδείες στην Ελλάδα;,What color of clothing do people typically wear when attending funerals in Greece?,['μαύρο'],['black'],Greece,What color of clothing do people typically wear when attending funerals in Greece? Provide a single answer without any explanations.,"As a person from Greece, what color of clothing do people typically wear when attending funerals in Greece? Provide a single answer without any explanations.",Ποιο χρώμα ρούχων φορούν συνήθως οι άνθρωποι όταν παρευρίσκονται σε κηδείες στην Ελλάδα; Provide a single answer without any explanations.
New-en-01,Ποιο σνακ τρώγεται στον κινηματογράφο στην Ελλάδα;,Which snack is eaten in the cinema in Greece?,"['ποπ κορν', 'πατατάκια']","['popcorn', 'pop corn', 'potato chips']",Greece,Which snack is eaten in the cinema in Greece? Provide a single answer without any explanations.,"As a person from Greece, which snack is eaten in the cinema in Greece? Provide a single answer without any explanations.",Ποιο σνακ τρώγεται στον κινηματογράφο στην Ελλάδα; Provide a single answer without any explanations.
New-en-02,Ποια είναι η πιο δημοφιλής γεύση πατατάκι στην Ελλάδα;,What is the most popular chip/crisp flavour in Greece?,"['ρίγανη', 'κέτσαπ', 'αλάτι', 'μπάρμπεκιου']","['oregano', 'ketchup', 'salt', 'barbecue']",Greece,What is the most popular chip/crisp flavour in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular chip/crisp flavour in Greece? Provide a single answer without any explanations.",Ποια είναι η πιο δημοφιλής γεύση πατατάκι στην Ελλάδα; Provide a single answer without any explanations.
New-en-04,Ποιος είναι ένας δημοφιλής διάσημος σεφ στην Ελλάδα;,Who is a popular celebrity chef in Greece?,"['Πετρετζίκης', 'Άκης Πετρετζίκης', 'Μποτρίνι', 'Καλίδης', 'Κουτσόπουλος']","['petretzikis', 'akis petretzikis', 'botrini', 'kalidis', 'koutsopoulos']",Greece,Who is a popular celebrity chef in Greece? Provide a single answer without any explanations.,"As a person from Greece, who is a popular celebrity chef in Greece? Provide a single answer without any explanations.",Ποιος είναι ένας δημοφιλής διάσημος σεφ στην Ελλάδα; Provide a single answer without any explanations.
New-en-05,Ποιο φαγητό αποτελεί μια οικονομική και γρήγορη επιλογή γεύματος στην Ελλάδα;,Which food is a cost-effective and quick meal option in Greece?,"['γύρος', 'μακαρόνια', 'σουβλάκι', 'σουβλάκια', 'πίτσα', 'ζυμαρικά με σάλτσα', 'όσπρια', 'λαδερά']","['gyro', 'round', 'pasta', 'souvlaki', 'pizza', 'pasta with sauce', 'legumes', 'oilive oil based dishes']",Greece,Which food is a cost-effective and quick meal option in Greece? Provide a single answer without any explanations.,"As a person from Greece, which food is a cost-effective and quick meal option in Greece? Provide a single answer without any explanations.",Ποιο φαγητό αποτελεί μια οικονομική και γρήγορη επιλογή γεύματος στην Ελλάδα; Provide a single answer without any explanations.
New-en-07,Ποιες είναι οι πιο δημοφιλείς εκπομπές μαγειρικής στην Ελλάδα;,What are the most popular cooking shows in Greece?,"['μάστερ σεφ', 'masterchef', 'master chef', 'εργαστήριο κουζίνας', 'kitchen lab', 'Άκης Πετρετζίκης', 'μαντάμ τζίντζερ']","['master chef', 'masterchef', 'kitchen lab', 'akis petretzikis', 'madame ginger']",Greece,What are the most popular cooking shows in Greece? Provide a single answer without any explanations.,"As a person from Greece, what are the most popular cooking shows in Greece? Provide a single answer without any explanations.",Ποιες είναι οι πιο δημοφιλείς εκπομπές μαγειρικής στην Ελλάδα; Provide a single answer without any explanations.
New-en-08,Ποια είναι η πιο δημοφιλής μάρκα σοκολάτας στην Ελλάδα;,What is the most popular chocolate brand in Greece?,"['Lacta', 'Λάκτα', 'Ίον', 'Παυλίδης']","['lacta', 'ion', 'pavlidis']",Greece,What is the most popular chocolate brand in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular chocolate brand in Greece? Provide a single answer without any explanations.",Ποια είναι η πιο δημοφιλής μάρκα σοκολάτας στην Ελλάδα; Provide a single answer without any explanations.
New-en-10,Ποιο είναι το πιο δημοφιλές τυρί στην Ελλάδα;,What is the most eaten cheese in Greece?,"['φέτα', 'γραβιέρα']","['feta', 'graviera']",Greece,What is the most eaten cheese in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most eaten cheese in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο δημοφιλές τυρί στην Ελλάδα; Provide a single answer without any explanations.
New-en-11,Ποιο είναι το πιο αντιπαθητικό λαχανικό στην Ελλάδα;,What is the most disliked vegetable in Greece?,"['μπάμιες', 'μπρόκολο', 'κουνουπίδι', 'λαχανάκια βρυξελών', 'σπαράγγια', 'σπανάκι']","['okra', 'broccoli', 'cauliflower', 'brussels sprouts', 'asparagus', 'spinach']",Greece,What is the most disliked vegetable in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most disliked vegetable in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο αντιπαθητικό λαχανικό στην Ελλάδα; Provide a single answer without any explanations.
New-en-12,Ποιο φαγητό βρίσκεται πιο συχνά στα εμπορικά κέντρα στην Ελλάδα;,What food is most commonly found in food courts in Greece?,"['πίτσα', 'μπέργκερ', 'γύρος', 'παστίτσιο', 'μουσακάς', 'μακαρόνια με κιμά', 'πατάτες τηγανητές']","['pizza', 'burger', 'gyro', 'pastitsio', 'moussaka', 'pasta with minced meat', 'fried potatoes']",Greece,What food is most commonly found in food courts in Greece? Provide a single answer without any explanations.,"As a person from Greece, what food is most commonly found in food courts in Greece? Provide a single answer without any explanations.",Ποιο φαγητό βρίσκεται πιο συχνά στα εμπορικά κέντρα στην Ελλάδα; Provide a single answer without any explanations.
New-en-17,Ποιοι είναι οι πιο συνηθισμένοι τρόποι ενθάρρυνσης που χρησιμοποιούν οι φίλαθλοι στην Ελλάδα;,What are the most common cheering tools used by sports fans in Greece?,"['σύνθημα', 'συνθήματα', 'φωνές', 'χειροκρότημα', 'κόρνες']","['chant', 'chants', 'shouting', 'applause', 'horns']",Greece,What are the most common cheering tools used by sports fans in Greece? Provide a single answer without any explanations.,"As a person from Greece, what are the most common cheering tools used by sports fans in Greece? Provide a single answer without any explanations.",Ποιοι είναι οι πιο συνηθισμένοι τρόποι ενθάρρυνσης που χρησιμοποιούν οι φίλαθλοι στην Ελλάδα; Provide a single answer without any explanations.
New-en-18,Τι φέρνουν μαζί τους οι φίλαθλοι όταν παρακολουθούν έναν αγώνα ζωντανά στην Ελλάδα;,What do fans bring with them when attending a live game in Greece?,"['κασκόλ', 'αμφιέσεις παικτων', 'σημαίες', 'χαρτόνια']","['scarf', 'player outfits', 'flags', 'cardboards']",Greece,What do fans bring with them when attending a live game in Greece? Provide a single answer without any explanations.,"As a person from Greece, what do fans bring with them when attending a live game in Greece? Provide a single answer without any explanations.",Τι φέρνουν μαζί τους οι φίλαθλοι όταν παρακολουθούν έναν αγώνα ζωντανά στην Ελλάδα; Provide a single answer without any explanations.
New-en-19,Ποιο είναι το πιο γνωστό αθλητικό στάδιο στην Ελλάδα;,What is the most well known sporting stadium in Greece?,"['ολυμπιακό στάδιο αθηνών', 'ΟΑΚΑ', 'ολυμπιακό', 'Καραϊσκάκη']","['olympic stadium athens', 'oaka', 'olympic', 'karaiskaki']",Greece,What is the most well known sporting stadium in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most well known sporting stadium in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο γνωστό αθλητικό στάδιο στην Ελλάδα; Provide a single answer without any explanations.
New-en-23,Ποιος είναι ο πιο διάσημος Παραολυμπιονίκης στην Ελλάδα;,Who is the most famous Paralympian in Greece?,"['Χαράλαμπος Ταϊγανίδης', 'Ταϊγανίδης', 'Τσαπατάκης Αντώνης']","['charalambos taiganidis', 'taiganidis', 'tsapatákis antónis']",Greece,Who is the most famous Paralympian in Greece? Provide a single answer without any explanations.,"As a person from Greece, who is the most famous Paralympian in Greece? Provide a single answer without any explanations.",Ποιος είναι ο πιο διάσημος Παραολυμπιονίκης στην Ελλάδα; Provide a single answer without any explanations.
New-en-26,Ποιο είναι το πιο αναγνωρίσιμο αθλητικό σύνθημα στην Ελλάδα;,What is the best recognized sporting chant in Greece?,"['είσαι στο μυαλό κάτι μαγικό', 'κάτι μαγικό', 'ολυμπιακός - ολυμπιακός', 'σήκωσε το το τιμημένο', 'Ελλάς οε οε δε σταματώ να τραγουδώ ποτέ', 'σύλλογος μεγάλος']","['you are something magical in the mind', 'something magical', 'olympiacos - olympiacos', 'raise the honored one', 'greece oh oh i never stop singing', 'large club']",Greece,What is the best recognized sporting chant in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the best recognized sporting chant in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο αναγνωρίσιμο αθλητικό σύνθημα στην Ελλάδα; Provide a single answer without any explanations.
