question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
New-az-39,ما هو البلد الذي يتجه إليه معظم الطلاب الجزائريين للدراسة في الخارج؟,Which country is the most popular destination for students from Algeria studying abroad?,"['فرنسا', 'كندا']","['france', 'canada']",Algeria,Which country is the most popular destination for students from Algeria studying abroad? Provide a single answer without any explanations.,"As a person from Algeria, which country is the most popular destination for students from Algeria studying abroad? Provide a single answer without any explanations.",ما هو البلد الذي يتجه إليه معظم الطلاب الجزائريين للدراسة في الخارج؟ Provide a single answer without any explanations.
New-az-49,ماهو متوسط عدد العمال في عائلة نموذجية في الجزائر؟ (قدم الأرقام العربية فقط مثل، 1.),"How many people work in a typical family in Algeria? (Provide Arabic numerals (e.g., 1) only.)",['2'],['2'],Algeria,"How many people work in a typical family in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Algeria, how many people work in a typical family in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",ماهو متوسط عدد العمال في عائلة نموذجية في الجزائر؟ (قدم الأرقام العربية فقط مثل، 1.) Provide a single answer without any explanations.
New-az-60,من الذي يعتني بالأطفال عادة عندما يعمل الوالدان في الجزائر؟,"In Algeria, who takes care of kids when both parents are working?","['الجدة', 'المربية', 'الخالة', 'العمة', 'الأخت', 'روضة الأطفال']","['grandmother', 'nanny', ""mom's sister"", 'aunt', ""aunt (mom's sister)"", ""dad's sister"", ""aunt (dad's sister)"", 'aunt', 'sister', 'kindergarten']",Algeria,"In Algeria, who takes care of kids when both parents are working? Provide a single answer without any explanations.","As a person from Algeria, in Algeria, who takes care of kids when both parents are working? Provide a single answer without any explanations.",من الذي يعتني بالأطفال عادة عندما يعمل الوالدان في الجزائر؟ Provide a single answer without any explanations.
New-az-69,ما هو المشروب الكحولي المفضل لدى الرجال في الجزائر؟,What is the preferred alcoholic beverage for men from Algeria?,[],[],Algeria,What is the preferred alcoholic beverage for men from Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the preferred alcoholic beverage for men from Algeria? Provide a single answer without any explanations.",ما هو المشروب الكحولي المفضل لدى الرجال في الجزائر؟ Provide a single answer without any explanations.
New-az-70,ما هو المشروب الكحولي المفضل لدى النساء في الجزائر؟,What is the preferred alcoholic beverage for women from Algeria?,[],[],Algeria,What is the preferred alcoholic beverage for women from Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the preferred alcoholic beverage for women from Algeria? Provide a single answer without any explanations.",ما هو المشروب الكحولي المفضل لدى النساء في الجزائر؟ Provide a single answer without any explanations.
New-az-73,ما هو متوسط عدد المدعوين لحفلات الزفاف في الجزائر؟ (قدم الأرقام العربية فقط مثل، 1.),"How many people on average typically attend a wedding in Algeria? (Provide Arabic numerals (e.g., 1) only.)","['200', '600', '500', '300', '100']","['200', '600', '500', '300', '100']",Algeria,"How many people on average typically attend a wedding in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Algeria, how many people on average typically attend a wedding in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",ما هو متوسط عدد المدعوين لحفلات الزفاف في الجزائر؟ (قدم الأرقام العربية فقط مثل، 1.) Provide a single answer without any explanations.
New-ch-01, ماهو نوع اللحوم الذي يُستعمل للشواء على الجمر بكثرة في الجزائر؟,What kind of meat do people usually eat when they have barbecue in Algeria?,"['الغنم', 'الكبش', 'لحم الغنم', 'الديك الرومي', 'كلها', 'الدجاج', 'البقر']","['lamb', 'mutton', 'turkey', 'all', 'all of them', 'chicken', 'beef']",Algeria,What kind of meat do people usually eat when they have barbecue in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what kind of meat do people usually eat when they have barbecue in Algeria? Provide a single answer without any explanations.", ماهو نوع اللحوم الذي يُستعمل للشواء على الجمر بكثرة في الجزائر؟ Provide a single answer without any explanations.
New-ch-02,متى يتناول الناس عادة وجبة الإفطار في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثل، 18:00، 09:00).,"When do people usually have breakfast in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)",['07:00'],['07:00'],Algeria,"When do people usually have breakfast in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Algeria, when do people usually have breakfast in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.",متى يتناول الناس عادة وجبة الإفطار في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثل، 18:00، 09:00). Provide a single answer without any explanations.
New-ch-04,ما الذي يتناوله الناس كوجبات خفيفة في آخر الليل عادة في الجزائر؟,What kinds of food do people usually eat for late-night snacks in Algeria?,"['الحلوى', 'السلطة', 'سلطة']","['sweets', 'salad']",Algeria,What kinds of food do people usually eat for late-night snacks in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what kinds of food do people usually eat for late-night snacks in Algeria? Provide a single answer without any explanations.",ما الذي يتناوله الناس كوجبات خفيفة في آخر الليل عادة في الجزائر؟ Provide a single answer without any explanations.
New-ch-05,ما هو أشهر طبق حار في الجزائر؟,What is the most famous spicy dish in Algeria?,"['الزفيطي', 'زفيطي', 'الصفيطي', 'سلطة فلفل', 'المحاجب', 'الشخشوخة', 'البركوكس']","['zviti', 'slata mehrez', 'pepper salad', 'hmiss', ""m'hajeb"", 'mhajeb', 'chekhechoukha', 'chakhchoukha', 'berkoukes']",Algeria,What is the most famous spicy dish in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most famous spicy dish in Algeria? Provide a single answer without any explanations.",ما هو أشهر طبق حار في الجزائر؟ Provide a single answer without any explanations.
New-ch-07,ما هي المأكولات التي يتناولها الناس عادة مع المشروبات الكحولية القوية في الجزائر؟,What food items do people typically pair with hard liquor in Algeria?,[],[],Algeria,What food items do people typically pair with hard liquor in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what food items do people typically pair with hard liquor in Algeria? Provide a single answer without any explanations.",ما هي المأكولات التي يتناولها الناس عادة مع المشروبات الكحولية القوية في الجزائر؟ Provide a single answer without any explanations.
New-ch-08,ما هي التوابل الأساسية للطبخ في الجزائر؟,What seasoning is indispensable in cooking in Algeria?,"['فلفل اسود', 'الفلفل الأسود', 'فلفل أسود', 'القرفة', 'قرفة', 'الفلفل الأحمر', 'العكري', 'راس الحانوت', 'الكمون', 'الكروية', 'القرنفل']","['black pepper', 'cinnamon', 'red pepper', 'ras el hanout', 'head of the shop', 'rass el hanout', 'cumin', 'caraway', 'cloves', 'clove']",Algeria,What seasoning is indispensable in cooking in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what seasoning is indispensable in cooking in Algeria? Provide a single answer without any explanations.",ما هي التوابل الأساسية للطبخ في الجزائر؟ Provide a single answer without any explanations.
New-ch-09,ما هي الأطعمة التي يستهلكها الناس عندما يكون الطقس باردا في الجزائر؟,What food do people typically consume when the weather is cold in Algeria?,"['الحساء', 'البقوليات', 'الحبوب المجففة', 'عدس', 'العدس', 'البطاطس المقلية', 'السلطة', 'سلطة', 'اللوبيا', 'لوبيا، الفاصولياء، الفاصوليا، لفاصوليا']","['soup', 'legumes', 'lentils', 'lentil', 'french fries', 'chips', 'fried potato', 'salad', 'bean']",Algeria,What food do people typically consume when the weather is cold in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what food do people typically consume when the weather is cold in Algeria? Provide a single answer without any explanations.",ما هي الأطعمة التي يستهلكها الناس عندما يكون الطقس باردا في الجزائر؟ Provide a single answer without any explanations.
New-ch-13,ما هي أشهر ماركة كحول في الجزائر؟,What is the most famous alcohol brand in Algeria?,[],[],Algeria,What is the most famous alcohol brand in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most famous alcohol brand in Algeria? Provide a single answer without any explanations.",ما هي أشهر ماركة كحول في الجزائر؟ Provide a single answer without any explanations.
New-ch-14,ما هي الأطعمة التي يتناولها الجزائريون عادة عند المرض؟,What foods do people usually eat when they are sick in Algeria?,"['حساء الخضار', 'الحساء', 'الأرز', 'الفواكه', 'حساء الخضار', 'العسل']","['vegetable soup', 'soup', 'rice', 'fruit', 'vegetable soup', 'honey']",Algeria,What foods do people usually eat when they are sick in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what foods do people usually eat when they are sick in Algeria? Provide a single answer without any explanations.",ما هي الأطعمة التي يتناولها الجزائريون عادة عند المرض؟ Provide a single answer without any explanations.
New-ch-15,ما هي الأطعمة الجاهزة التي يشتريها الجزائريون من السوبرماركت عادة؟,What prepared/ready-to-eat food do people typically buy at supermarkets in Algeria?,['نودلز'],['noodle'],Algeria,What prepared/ready-to-eat food do people typically buy at supermarkets in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what prepared/ready-to-eat food do people typically buy at supermarkets in Algeria? Provide a single answer without any explanations.",ما هي الأطعمة الجاهزة التي يشتريها الجزائريون من السوبرماركت عادة؟ Provide a single answer without any explanations.
New-ch-16,ما هو أشهر فيلم عن الرياضة في الجزائر؟,What is the most famous sports-related movie in Algeria?,['المفتش الطاهر يسجل الهدف'],['inspector tahar scors the goal'],Algeria,What is the most famous sports-related movie in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most famous sports-related movie in Algeria? Provide a single answer without any explanations.",ما هو أشهر فيلم عن الرياضة في الجزائر؟ Provide a single answer without any explanations.
New-ch-17,أي رياضة متطرفة يتمنى أكثر الناس تجربتها في الجزائر؟,What extreme sport do people generally wish to try the most in Algeria?,"['الدراجة المائية', 'القفز بالمضلة', 'الباركور']","['jet ski', 'parachuting', 'parkour']",Algeria,What extreme sport do people generally wish to try the most in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what extreme sport do people generally wish to try the most in Algeria? Provide a single answer without any explanations.",أي رياضة متطرفة يتمنى أكثر الناس تجربتها في الجزائر؟ Provide a single answer without any explanations.
New-ch-18,ماهي مسابقات ألعاب القوى الأكثر مشاهدة في الجزائر؟,Which track and field event is the most popular to watch during competitions in Algeria?,"['العدو', 'العدو الريفي']","['running', 'cross country running', 'cross-country']",Algeria,Which track and field event is the most popular to watch during competitions in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which track and field event is the most popular to watch during competitions in Algeria? Provide a single answer without any explanations.",ماهي مسابقات ألعاب القوى الأكثر مشاهدة في الجزائر؟ Provide a single answer without any explanations.
New-ch-19,أي حدث في الجمباز هو الأكثر مشاهدة خلال المسابقات في الجزائر؟,Which gymnastics event is the most popular to watch during competitions in Algeria?,[],[],Algeria,Which gymnastics event is the most popular to watch during competitions in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which gymnastics event is the most popular to watch during competitions in Algeria? Provide a single answer without any explanations.",أي حدث في الجمباز هو الأكثر مشاهدة خلال المسابقات في الجزائر؟ Provide a single answer without any explanations.
New-ch-23,من هو أشهر لاعب كرة طاولة في الجزائر؟,Who is the most famous table tennis player in Algeria?,[],[],Algeria,Who is the most famous table tennis player in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous table tennis player in Algeria? Provide a single answer without any explanations.",من هو أشهر لاعب كرة طاولة في الجزائر؟ Provide a single answer without any explanations.
New-ch-26,في الألعاب الأولمبية الشتوية، أي حدث هو الأكثر مشاهدة في الجزائر؟,"In the Winter Olympics, which event is the most popular to watch in Algeria?",[],[],Algeria,"In the Winter Olympics, which event is the most popular to watch in Algeria? Provide a single answer without any explanations.","As a person from Algeria, in the Winter Olympics, which event is the most popular to watch in Algeria? Provide a single answer without any explanations.",في الألعاب الأولمبية الشتوية، أي حدث هو الأكثر مشاهدة في الجزائر؟ Provide a single answer without any explanations.
New-ch-27,من هو أشهر ملاكم في الجزائر؟,Who is the most famous boxer in Algeria?,['لوصيف حماني'],['loucif hamani'],Algeria,Who is the most famous boxer in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous boxer in Algeria? Provide a single answer without any explanations.",من هو أشهر ملاكم في الجزائر؟ Provide a single answer without any explanations.
New-ch-30,من هو أشهر عداء في الجزائر؟,Who is the most famous track and field athlete in Algeria?,"['توفيق مخلوفي', 'نور الدين مرسلي']","['taoufik makhloufi', 'toufik makhloufi', 'noureddine morceli']",Algeria,Who is the most famous track and field athlete in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous track and field athlete in Algeria? Provide a single answer without any explanations.",من هو أشهر عداء في الجزائر؟ Provide a single answer without any explanations.
New-ch-31,ماهي المهنة التي يتمنى الآباء أن يختارها أبناءهم في الجزائر؟,What job do parents most hope their children will pursue in Algeria?,"['طبيب', 'الطب', 'مهندس', 'الهندسة', 'طيار']","['doctor', 'medicine', 'engineer', 'engineering', 'pilot']",Algeria,What job do parents most hope their children will pursue in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what job do parents most hope their children will pursue in Algeria? Provide a single answer without any explanations.",ماهي المهنة التي يتمنى الآباء أن يختارها أبناءهم في الجزائر؟ Provide a single answer without any explanations.
New-ch-32,ما هي البرامج المكتبية التي يستخدمها الناس في أماكن العمل في الجزائر؟,What office software do people typically use in the workplace in Algeria?,"['مايكروسوفت', 'مايكروسوفت اوفيس', 'الاكسل', 'اكسل', 'وورد']","['microsoft', 'microsoft office', 'excel', 'word']",Algeria,What office software do people typically use in the workplace in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what office software do people typically use in the workplace in Algeria? Provide a single answer without any explanations.",ما هي البرامج المكتبية التي يستخدمها الناس في أماكن العمل في الجزائر؟ Provide a single answer without any explanations.
New-ch-38,ماهي المدن أو المناطق المعروفة بالإستيراد والتصدير في الجزائر؟,Which cities or regions are known for their import and export activities in Algeria?,"['بجاية', 'الجزائر العاصمة', 'أرزيو', 'ارزيو', 'الموانئ الساحلية']","['bejaia', 'béjaïa', 'bugia', 'bougie', 'algiers', 'arzeu', 'arzew', 'coast', 'coastal ports']",Algeria,Which cities or regions are known for their import and export activities in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which cities or regions are known for their import and export activities in Algeria? Provide a single answer without any explanations.",ماهي المدن أو المناطق المعروفة بالإستيراد والتصدير في الجزائر؟ Provide a single answer without any explanations.
New-ch-39,ماهي المنصة التي تُستخدم للتجارة الإلكترونية بشكل شائع في الجزائر؟,What platform is commonly used in the e-commerce industry in Algeria?,"['فايسبوك', 'انستغرام', 'واد كنيس', 'aliexpress', 'يوكان']","['facebook', 'instagram', 'ouedkniss', 'alịexpress', 'aliexpress', 'youcan']",Algeria,What platform is commonly used in the e-commerce industry in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what platform is commonly used in the e-commerce industry in Algeria? Provide a single answer without any explanations.",ماهي المنصة التي تُستخدم للتجارة الإلكترونية بشكل شائع في الجزائر؟ Provide a single answer without any explanations.
New-ch-44,ما هي المدة النموذجية لفترة التجربة للموظفين الجدد قبل توقيع عقد رسمي في الجزائر؟ (مثلا، شهر واحد).,"How long is the typical probation period for new employees before signing a formal contract in Algeria? (e.g., 1 month).","['6 أشهر', '24 شهر', '3 أشهر', '12 شهر']","['six months', '6 months', 'two years', '2 years', 'three months', '3 months', 'twelve months', '12 months']",Algeria,"How long is the typical probation period for new employees before signing a formal contract in Algeria? (e.g., 1 month). Provide a single answer without any explanations.","As a person from Algeria, how long is the typical probation period for new employees before signing a formal contract in Algeria? (e.g., 1 month). Provide a single answer without any explanations.",ما هي المدة النموذجية لفترة التجربة للموظفين الجدد قبل توقيع عقد رسمي في الجزائر؟ (مثلا، شهر واحد). Provide a single answer without any explanations.
New-ch-45,ماهي القطاعات التي يميل فيها الشباب لبدء مشاريعهم التجارية في الجزائر؟,Which industries do young people typically choose to start businesses in Algeria?,"['الملابس', 'التجارة', 'العطور', 'العطر', 'الاكسسوارات', 'الإلكترونيات']","['clothes', 'clothing', 'garment', 'commerce', 'commercial', 'perfume', 'accessories', 'accessory', 'electronics']",Algeria,Which industries do young people typically choose to start businesses in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which industries do young people typically choose to start businesses in Algeria? Provide a single answer without any explanations.",ماهي القطاعات التي يميل فيها الشباب لبدء مشاريعهم التجارية في الجزائر؟ Provide a single answer without any explanations.
New-ch-49,ما هي طريقة الإتصال عن بعد الأكثر شيوعًا بين أفراد العائلة في الجزائر؟,What is the most common way for family members to communicate remotely in Algeria?,"['الهاتف', 'مواقع التواصل', 'whatsapp', 'فيسبوك', 'فايبر', 'التطبيقات الهاتفية']","['phone', 'social media', 'whatsapp', 'facebook', 'viber', 'mobile applications', 'applications']",Algeria,What is the most common way for family members to communicate remotely in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most common way for family members to communicate remotely in Algeria? Provide a single answer without any explanations.",ما هي طريقة الإتصال عن بعد الأكثر شيوعًا بين أفراد العائلة في الجزائر؟ Provide a single answer without any explanations.
New-ch-51,ماهي أماكن الإقامة التي يتم عادة حجزها للرحلات العائلية في الجزائر؟,What form of accommodation is typically booked for family trips in Algeria?,"['كراء بيوت مجهزة', 'شقة للكراء', 'بيت', 'الفندق', 'فندق', 'فنادق', 'مركب', 'شاليه']","['equipped house', 'apartment for rent', 'apartment rent', 'apartment', 'house', 'hotel', 'hotels', 'compound', 'chalet']",Algeria,What form of accommodation is typically booked for family trips in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what form of accommodation is typically booked for family trips in Algeria? Provide a single answer without any explanations.",ماهي أماكن الإقامة التي يتم عادة حجزها للرحلات العائلية في الجزائر؟ Provide a single answer without any explanations.
New-ch-54,ماهي الفاكهة التي يتم إحضارها بكثرة لعشاء العائلات في الجزائر؟,Which fruit is usually prepared the most for family dinners in Algeria?,"['البطيخ', 'الفراولة', 'العنب', 'البرتقال']","['watermelon', 'strawberry', 'grape', 'orange']",Algeria,Which fruit is usually prepared the most for family dinners in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which fruit is usually prepared the most for family dinners in Algeria? Provide a single answer without any explanations.",ماهي الفاكهة التي يتم إحضارها بكثرة لعشاء العائلات في الجزائر؟ Provide a single answer without any explanations.
New-ch-64,ماهو متوسط عدد ساعات الدراسة التي يتلقاها طلاب الجامعة الجزائرية  في الأسبوع الواحد؟ (استخدم الأرقام العربية فقط مثل، 1.),"How many hours of classes do university students typically have per week in Algeria? (Provide Arabic numerals (e.g., 1) only.)","['40', '30', '20', '25']","['40', '30', '20', '25']",Algeria,"How many hours of classes do university students typically have per week in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Algeria, how many hours of classes do university students typically have per week in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",ماهو متوسط عدد ساعات الدراسة التي يتلقاها طلاب الجامعة الجزائرية  في الأسبوع الواحد؟ (استخدم الأرقام العربية فقط مثل، 1.) Provide a single answer without any explanations.
New-ch-66,ما هي الرسوم الدراسية النموذجية لكل فصل دراسي في المدارس الثانوية العامة في الجزائر؟ (استخدم الأرقام العربية فقط مثل، 1,"What is the typical tuition fee per semester for public high schools in Algeria?  (Provide Arabic numerals (e.g., 1) only.)","['0', '150']","['0', '150']",Algeria,"What is the typical tuition fee per semester for public high schools in Algeria?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Algeria, what is the typical tuition fee per semester for public high schools in Algeria?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",ما هي الرسوم الدراسية النموذجية لكل فصل دراسي في المدارس الثانوية العامة في الجزائر؟ (استخدم الأرقام العربية فقط مثل، 1 Provide a single answer without any explanations.
New-ch-70,ما هي المواد الإجبارية التي يشترك فيها طلاب الجامعة في الجزائر؟,What compulsory courses do university students have in common in Algeria?,['اللغة'],['language'],Algeria,What compulsory courses do university students have in common in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what compulsory courses do university students have in common in Algeria? Provide a single answer without any explanations.",ما هي المواد الإجبارية التي يشترك فيها طلاب الجامعة في الجزائر؟ Provide a single answer without any explanations.
New-ch-71,ما هو متوسط حجم الفصل في المدارس الثانوية في الجزائر؟ (استخدم الأرقام العربية فقط مثل، 1),"What is the average class size in high schools in Algeria? (Provide Arabic numerals (e.g., 1) only.)","['30', '40']","['30', '40']",Algeria,"What is the average class size in high schools in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Algeria, what is the average class size in high schools in Algeria? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",ما هو متوسط حجم الفصل في المدارس الثانوية في الجزائر؟ (استخدم الأرقام العربية فقط مثل، 1) Provide a single answer without any explanations.
New-ch-72,ماهو التخصص  الذي يعتبرالأسهل للتوظيف في الجزائر؟,Which major is considered most conducive to employment in Algeria?,"['الإعلام الآلي، إعلام الآلي، اعلام الآلي، الاعلام الآلي', 'الأعلام الآلي', 'الإعلام الآلي', 'الطب', 'التكوين المهني']","['computer science', 'medicine', 'vocational education', 'vocational training']",Algeria,Which major is considered most conducive to employment in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which major is considered most conducive to employment in Algeria? Provide a single answer without any explanations.",ماهو التخصص  الذي يعتبرالأسهل للتوظيف في الجزائر؟ Provide a single answer without any explanations.
New-ch-73,ماهو نوع النوادي الأكثر شعبية بين طلاب الجامعة في الجزائر؟,What type of clubs are most popular among university students in Algeria?,['النوادي العلمية'],"['scientific clubs', 'science']",Algeria,What type of clubs are most popular among university students in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what type of clubs are most popular among university students in Algeria? Provide a single answer without any explanations.",ماهو نوع النوادي الأكثر شعبية بين طلاب الجامعة في الجزائر؟ Provide a single answer without any explanations.
New-ch-74,أين يعيش معظم طلاب الجامعة في الجزائر؟,What types of accommodation do university students in Algeria typically live in?,"['البيت', 'بيوتهم', 'في بيوتهم', 'عائلاتهم', 'منازلهم', 'الإقامة الجامعية']","['house', 'home', 'in their homes', 'their families', 'university residence']",Algeria,What types of accommodation do university students in Algeria typically live in? Provide a single answer without any explanations.,"As a person from Algeria, what types of accommodation do university students in Algeria typically live in? Provide a single answer without any explanations.",أين يعيش معظم طلاب الجامعة في الجزائر؟ Provide a single answer without any explanations.
New-ch-75,ماهي مدة الحصة الدراسية لطلاب الثانوية في الجزائر (بالدقائق)؟  (استخدم الأرقام العربية فقط مثل، 1),"How long is each class period for middle school students in Algeria (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","['60', '120']","['60', '120']",Algeria,"How long is each class period for middle school students in Algeria (minutes)?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Algeria, how long is each class period for middle school students in Algeria (minutes)?  (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",ماهي مدة الحصة الدراسية لطلاب الثانوية في الجزائر (بالدقائق)؟  (استخدم الأرقام العربية فقط مثل، 1) Provide a single answer without any explanations.
New-ch-78,ما هي الأنشطة الترفيهية المفضلة لدى النساء المتقاعدات في الجزائر؟,What leisure activities do retired women typically like in Algeria?,"['الحفلات', 'التلفزيون', 'التلفاز', 'صنع الحلويات', 'القراءة', 'المطالعة']","['parties', 'party', 'television', 'tv', 'confectionery', 'confectionery making', 'reading', 'read']",Algeria,What leisure activities do retired women typically like in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what leisure activities do retired women typically like in Algeria? Provide a single answer without any explanations.",ما هي الأنشطة الترفيهية المفضلة لدى النساء المتقاعدات في الجزائر؟ Provide a single answer without any explanations.
New-ch-79,ما هي الأنشطة الترفيهية المفضلة لدى الرجال المتقاعدين في الجزائر؟,What leisure activities do retired men typically like in Algeria?,"['الدومينو', 'المقاهي', 'التلفاز', 'المطالعة']","['domino', 'domino stones', 'stone game', 'cafe', 'television', 'tv', 'reading', 'readd']",Algeria,What leisure activities do retired men typically like in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what leisure activities do retired men typically like in Algeria? Provide a single answer without any explanations.",ما هي الأنشطة الترفيهية المفضلة لدى الرجال المتقاعدين في الجزائر؟ Provide a single answer without any explanations.
New-ch-80,ما هي الأعياد التي يزور فيها الناس الأماكن الدينية (المعابد، الكنائس، إلخ) في الجزائر؟,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Algeria?","['عيد الفطر', 'عيد الاضحى', 'عيد الأضحى', 'رمضان']","['eid ul-fitr', 'eid al-fitr', 'eid al-adha', 'ramadan']",Algeria,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Algeria? Provide a single answer without any explanations.","As a person from Algeria, during which holidays do people typically visit religious sites (temples, churches, etc.) in Algeria? Provide a single answer without any explanations.",ما هي الأعياد التي يزور فيها الناس الأماكن الدينية (المعابد، الكنائس، إلخ) في الجزائر؟ Provide a single answer without any explanations.
New-ch-81,ما هي الهدايا التي تقدم عند زيارة بيت جديد في الجزائر؟,What are the typical housewarming gifts in Algeria?,"['اواني', 'أدوات المائدة', 'أواني', 'أدوات الديكور', 'ثرية']","['utensil', 'tableware', 'decor', 'decor tools', 'chandelier']",Algeria,What are the typical housewarming gifts in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what are the typical housewarming gifts in Algeria? Provide a single answer without any explanations.",ما هي الهدايا التي تقدم عند زيارة بيت جديد في الجزائر؟ Provide a single answer without any explanations.
New-ch-82,متى تبدأ حفلات الزفاف عادة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقائق مثلاً، 18:00، 09:00).,"At what time do weddings typically start in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['14:00', '17:00', '18:30', '20:00', '15:00']","['14:00', '17:00', '18:30', '20:00', '15:00']",Algeria,"At what time do weddings typically start in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Algeria, at what time do weddings typically start in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.",متى تبدأ حفلات الزفاف عادة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقائق مثلاً، 18:00، 09:00). Provide a single answer without any explanations.
New-ch-83,ماهي المدينة الجزائرية التي تستضيف أكبر عدد من الأعياد والمهرجانات؟,Which city in Algeria hosts festivals the most?,"['الجزائر العاصمة', 'وهران', 'تمقاد', 'تلمسان']","['algiers', 'oran', 'timgad', 'timqad', 'tlemcen']",Algeria,Which city in Algeria hosts festivals the most? Provide a single answer without any explanations.,"As a person from Algeria, which city in Algeria hosts festivals the most? Provide a single answer without any explanations.",ماهي المدينة الجزائرية التي تستضيف أكبر عدد من الأعياد والمهرجانات؟ Provide a single answer without any explanations.
New-ch-84,ما هو لون الملابس التي يرتديها الناس عند حضور الأعراس في الجزائر؟,What color of clothing do people typically wear when attending weddings in Algeria?,['الالوان الفاتحة'],"['light color', 'light-colored', 'light']",Algeria,What color of clothing do people typically wear when attending weddings in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what color of clothing do people typically wear when attending weddings in Algeria? Provide a single answer without any explanations.",ما هو لون الملابس التي يرتديها الناس عند حضور الأعراس في الجزائر؟ Provide a single answer without any explanations.
New-ch-85,ما هو لون الملابس التي يرتديها الناس عادة عند حضور الجنازات في الجزائر؟,What color of clothing do people typically wear when attending funerals in Algeria?,['الالوان الداكنة'],"['dark-colored', 'dark colors', 'dark']",Algeria,What color of clothing do people typically wear when attending funerals in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what color of clothing do people typically wear when attending funerals in Algeria? Provide a single answer without any explanations.",ما هو لون الملابس التي يرتديها الناس عادة عند حضور الجنازات في الجزائر؟ Provide a single answer without any explanations.
